metric,delta_after_minus_before,ci_low,ci_high,n_boot
pr_auc,0.3971671096148831,0.36311728555111084,0.42551920598158793,500
recall,0.23648029330889087,0.1991603266612324,0.27113154867155403,500
balanced_accuracy,0.1808746195208093,0.15825630917961953,0.19970928235596222,500
ece,-0.007086888133174554,-0.022687893595319954,0.008616385051997659,500
brier,-0.05107069037347063,-0.05880762693701557,-0.043089980838865546,500
