feature,importance_mean,importance_std
VisitorType,0.021189645332366662,0.005573135141996379
TrafficType,0.014756352841887695,0.003192295926975231
OperatingSystems,0.006390741150973922,0.002075819282433345
Weekend,0.0019840550135832775,0.001535275338906901
Browser,0.0013711975308739576,0.0012744756080641597
Month,0.0,0.0
SpecialDay,0.0,0.0
Region,-0.0015136371239704237,0.002740681843683633
