metric,delta_after_minus_before,ci_low,ci_high,n_boot
pr_auc,0.4160086680861498,0.3833406936301911,0.4450064809869917,500
recall,-0.027497708524289677,-0.06776451659672493,0.009404196539460254,500
balanced_accuracy,0.1717639356015893,0.14814063743795838,0.1910255321872115,500
ece,-0.00276363584150896,-0.008016489953563279,0.0025134019100690164,500
brier,-0.05401124034402055,-0.059317374905228024,-0.04870624564959617,500
