model,group,n,prevalence,recall,precision,f1,balanced_accuracy,roc_auc,pr_auc
broken_temporal,Dec,1727,0.1250723798494499,0.6666666666666666,0.17163289630512515,0.2729857819905213,0.6033531877343923,0.6432351030713043,0.20611165309282947
broken_temporal,Nov,2998,0.25350233488992663,0.5473684210526316,0.3054331864904552,0.3920829406220547,0.5623347914020977,0.5824608437985043,0.3028030917032456
broken_temporal,Oct,549,0.20947176684881602,0.5043478260869565,0.23481781376518218,0.32044198895027626,0.5344319775596074,0.5531757162893208,0.22777349988005668
