model,n,prevalence,threshold,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,brier,ece
broken_random_split,2466,0.1549067315490673,0.15245283018867925,0.6407137064071371,0.6067708595029695,0.22903225806451613,0.5575916230366492,0.3246951219512196,0.6641244435288561,0.24923012397985092,0.12565176389205115,0.005339122304914538
broken_temporal_deployment,5274,0.2068638604474782,0.1230188679245283,0.5633295411452408,0.5644838685149813,0.25245098039215685,0.5664527956003667,0.3492512009042102,0.5852018109177012,0.2544089725592237,0.16790270236960209,0.07551052259430271
